ms_path,base_name,year,start_freq,end_freq,bandwidth,size,uv_sub_path,build_concat_all,tclean_all,build_concat_epoch,tclean_epoch
/home/00103780/dlg/MeasurementSets/Split/abec6c402182e221.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,992,996,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/abf434d4f54af89d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/52b0521e2a07b698.ms,,
/home/00103780/dlg/MeasurementSets/Split/02551a955200bfc4.ms.tar,13B-266.sb27243380.eb28499779.56605.3831562037_calibrated_deepfield.ms,2013-2014,1000,1004,4,0.047,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/3d12339844e4205c.ms
/home/00103780/dlg/MeasurementSets/Split/5b1a6b62e393d273.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,992,996,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/abf434d4f54af89d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/52b0521e2a07b698.ms,,
/home/00103780/dlg/MeasurementSets/Split/0516469464af9094.ms.tar,13B-266.sb34131298.eb34685710.58070.41796880787_calibrated_deepfield.ms,2017-2018,1008,1012,4,0.036,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/4642a90d0763835d.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,996,1000,4,0.042,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,
/home/00103780/dlg/MeasurementSets/Split/aec42f75cf0f3eba.ms.tar,13B-266.sb34131298.eb34685710.58070.41796880787_calibrated_deepfield.ms,2017-2018,1012,1016,4,0.036,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/6864503f7aa86b43.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,996,1000,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,
/home/00103780/dlg/MeasurementSets/Split/567b3007309ddcef.ms.tar,13B-266.sb27243380.eb28499779.56605.3831562037_calibrated_deepfield.ms,2013-2014,1004,1008,4,0.047,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/fba975c9c448dd8c.ms
/home/00103780/dlg/MeasurementSets/Split/3956b2b3b58aa97b.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,996,1000,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,
/home/00103780/dlg/MeasurementSets/Split/a0ee14ac39653213.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,948,952,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/e1046d0e58751d98.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1f844d44f875be00.ms,,
/home/00103780/dlg/MeasurementSets/Split/0f414852b21e275c.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,1000,1004,4,0.042,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,
/home/00103780/dlg/MeasurementSets/Split/1cf43b1017cc7315.ms.tar,13B-266.sb27243380.eb28499779.56605.3831562037_calibrated_deepfield.ms,2013-2014,1008,1012,4,0.047,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/c73608836d3dbcce.ms
/home/00103780/dlg/MeasurementSets/Split/b5949b1db31aca05.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,1000,1004,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,
/home/00103780/dlg/MeasurementSets/Split/19a7d2634cdf3318.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,1000,1004,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,
/home/00103780/dlg/MeasurementSets/Split/88e985bdd9b56066.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,1004,1008,4,0.042,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,
/home/00103780/dlg/MeasurementSets/Split/3241366dfd2e2ff0.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,1004,1008,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,
/home/00103780/dlg/MeasurementSets/Split/74b3e9b0c0a070a3.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,1004,1008,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,
/home/00103780/dlg/MeasurementSets/Split/e1825082efbcc04b.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,1008,1012,4,0.042,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/5406f68d7c9ffe38.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,1008,1012,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/54c2c34df70e9860.ms.tar,13B-266.sb27243380.eb28499779.56605.3831562037_calibrated_deepfield.ms,2013-2014,1012,1016,4,0.056,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/81ac0ff73c3c8a04.ms
/home/00103780/dlg/MeasurementSets/Split/228dccba17a3d0ca.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,1008,1012,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/b8a6dbcfaf443ed8.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,1012,1016,4,0.042,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/8d71dcca6934b1cd.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,948,952,4,0.019,,/home/00103780/dlg/MeasurementSets/build_concat_all/e1046d0e58751d98.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1f844d44f875be00.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/021652161efa19f0.ms
/home/00103780/dlg/MeasurementSets/Split/8bb1b87905a18dcc.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,1012,1016,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/22df8548c7e54f90.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,1012,1016,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/307f6eb1b1816802.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,952,956,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/7fe33f0174495201.ms,/home/00103780/dlg/MeasurementSets/tclean_all/15f1cc7c1b2afe0b.ms,,
/home/00103780/dlg/MeasurementSets/Split/6d416b31aeed7d77.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,952,956,4,0.043,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_345_0-1-0/6d416b31aeed7d77.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/7fe33f0174495201.ms,/home/00103780/dlg/MeasurementSets/tclean_all/15f1cc7c1b2afe0b.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/94aee46bba448824.ms
/home/00103780/dlg/MeasurementSets/Split/d68f12535ca1199a.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,952,956,4,0.028,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_346_0-1-1/d68f12535ca1199a.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/7fe33f0174495201.ms,/home/00103780/dlg/MeasurementSets/tclean_all/15f1cc7c1b2afe0b.ms,,
/home/00103780/dlg/MeasurementSets/Split/121addcceebb9512.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,956,960,4,0.031,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_347_0-1-2/121addcceebb9512.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/012ff1d7e887848b.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8968fc0224b32a64.ms,,
/home/00103780/dlg/MeasurementSets/Split/3d6b558f99c9d08e.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,952,956,4,0.035,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_348_0-1-3/3d6b558f99c9d08e.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/7fe33f0174495201.ms,/home/00103780/dlg/MeasurementSets/tclean_all/15f1cc7c1b2afe0b.ms,,
/home/00103780/dlg/MeasurementSets/Split/d39f4a42560839ed.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,956,960,4,0.046,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_349_0-1-4/d39f4a42560839ed.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/012ff1d7e887848b.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8968fc0224b32a64.ms,,
/home/00103780/dlg/MeasurementSets/Split/0aeaf4148e127794.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,956,960,4,0.043,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_350_0-1-5/0aeaf4148e127794.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/012ff1d7e887848b.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8968fc0224b32a64.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/1770d602c1334c9b.ms
/home/00103780/dlg/MeasurementSets/Split/ee43b8b5e88a76ab.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,960,964,4,0.044,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_351_0-1-6/ee43b8b5e88a76ab.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/888fee86022f3206.ms,/home/00103780/dlg/MeasurementSets/tclean_all/801e2a4980ecf63f.ms,,
/home/00103780/dlg/MeasurementSets/Split/36cf79c7bb04e71c.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,956,960,4,0.048,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_352_0-1-7/36cf79c7bb04e71c.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/012ff1d7e887848b.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8968fc0224b32a64.ms,,
/home/00103780/dlg/MeasurementSets/Split/256a6f8399ff933e.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,956,960,4,0.048,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_353_0-1-8/256a6f8399ff933e.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/012ff1d7e887848b.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8968fc0224b32a64.ms,,
/home/00103780/dlg/MeasurementSets/Split/c415dda83b4d226f.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,960,964,4,0.046,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_354_0-1-9/c415dda83b4d226f.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/888fee86022f3206.ms,/home/00103780/dlg/MeasurementSets/tclean_all/801e2a4980ecf63f.ms,,
/home/00103780/dlg/MeasurementSets/Split/97d475fc36609fa3.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,960,964,4,0.043,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_355_0-1-10/97d475fc36609fa3.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/888fee86022f3206.ms,/home/00103780/dlg/MeasurementSets/tclean_all/801e2a4980ecf63f.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/26e37a7a9e46a8f6.ms
/home/00103780/dlg/MeasurementSets/Split/b9d4b076eac72134.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,964,968,4,0.046,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_356_0-1-11/b9d4b076eac72134.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/88a65251c002bffe.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3a0066191619bd13.ms,,
/home/00103780/dlg/MeasurementSets/Split/4a5f6fd79bc38b39.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,964,968,4,0.044,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_357_0-1-12/4a5f6fd79bc38b39.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/88a65251c002bffe.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3a0066191619bd13.ms,,
/home/00103780/dlg/MeasurementSets/Split/333be89ed68f5d6b.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,960,964,4,0.048,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_358_0-1-13/333be89ed68f5d6b.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/888fee86022f3206.ms,/home/00103780/dlg/MeasurementSets/tclean_all/801e2a4980ecf63f.ms,,
/home/00103780/dlg/MeasurementSets/Split/0d765a91964b3f4e.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,960,964,4,0.048,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_359_0-1-14/0d765a91964b3f4e.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/888fee86022f3206.ms,/home/00103780/dlg/MeasurementSets/tclean_all/801e2a4980ecf63f.ms,,
/home/00103780/dlg/MeasurementSets/Split/99fdefee38480535.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,964,968,4,0.043,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_360_0-1-15/99fdefee38480535.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/88a65251c002bffe.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3a0066191619bd13.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/430728b13cf2a5a7.ms
/home/00103780/dlg/MeasurementSets/Split/6921e1ccdb0cff99.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,968,972,4,0.046,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_361_0-1-16/6921e1ccdb0cff99.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/0fe8b5ed1c983794.ms,/home/00103780/dlg/MeasurementSets/tclean_all/cbae39a5c73ddfc7.ms,,
/home/00103780/dlg/MeasurementSets/Split/0321985dcfb63aef.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,968,972,4,0.044,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_362_0-1-17/0321985dcfb63aef.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/0fe8b5ed1c983794.ms,/home/00103780/dlg/MeasurementSets/tclean_all/cbae39a5c73ddfc7.ms,,
/home/00103780/dlg/MeasurementSets/Split/9dcb0f95a3c0329f.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,964,968,4,0.048,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_363_0-1-18/9dcb0f95a3c0329f.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/88a65251c002bffe.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3a0066191619bd13.ms,,
/home/00103780/dlg/MeasurementSets/Split/95a49fb40c84ac16.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,964,968,4,0.048,/home/00103780/dlg/workspace/chilies_uvsub_dir12-2025-10-01T07-43-00.950Z/2025-10-01T07_42_58_364_0-1-19/95a49fb40c84ac16.ms.tar,/home/00103780/dlg/MeasurementSets/build_concat_all/88a65251c002bffe.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3a0066191619bd13.ms,,
/home/00103780/dlg/MeasurementSets/Split/22e0f2bab1a7674d.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,968,972,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/0fe8b5ed1c983794.ms,/home/00103780/dlg/MeasurementSets/tclean_all/cbae39a5c73ddfc7.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/5a318b4f54f3b0c3.ms
/home/00103780/dlg/MeasurementSets/Split/30b4742677624d39.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,972,976,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/764f907ac44ccc75.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ca3bffa2dd9e2bbf.ms,,
/home/00103780/dlg/MeasurementSets/Split/a677a2ae89fb5168.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,972,976,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/764f907ac44ccc75.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ca3bffa2dd9e2bbf.ms,,
/home/00103780/dlg/MeasurementSets/Split/c67d83e1a269ad7a.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,972,976,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/764f907ac44ccc75.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ca3bffa2dd9e2bbf.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/f230a240a9bbd772.ms
/home/00103780/dlg/MeasurementSets/Split/cec1e1c9651dd42e.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,976,980,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/ee325cbe579fdbfc.ms,/home/00103780/dlg/MeasurementSets/tclean_all/fdc43225b6dbc5f5.ms,,
/home/00103780/dlg/MeasurementSets/Split/1c94d3de44a340e5.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,968,972,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/0fe8b5ed1c983794.ms,/home/00103780/dlg/MeasurementSets/tclean_all/cbae39a5c73ddfc7.ms,,
/home/00103780/dlg/MeasurementSets/Split/9a601052a003bbe8.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,968,972,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/0fe8b5ed1c983794.ms,/home/00103780/dlg/MeasurementSets/tclean_all/cbae39a5c73ddfc7.ms,,
/home/00103780/dlg/MeasurementSets/Split/790b49d683a4dc1d.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,976,980,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/ee325cbe579fdbfc.ms,/home/00103780/dlg/MeasurementSets/tclean_all/fdc43225b6dbc5f5.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/0ab69fb95005e6df.ms
/home/00103780/dlg/MeasurementSets/Split/cf7ce9029ca4d52a.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,976,980,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/ee325cbe579fdbfc.ms,/home/00103780/dlg/MeasurementSets/tclean_all/fdc43225b6dbc5f5.ms,,
/home/00103780/dlg/MeasurementSets/Split/653d0e9b614f50be.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,972,976,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/764f907ac44ccc75.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ca3bffa2dd9e2bbf.ms,,
/home/00103780/dlg/MeasurementSets/Split/453f5afa24acac2b.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,972,976,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/764f907ac44ccc75.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ca3bffa2dd9e2bbf.ms,,
/home/00103780/dlg/MeasurementSets/Split/9e3c0ff459e2cf76.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,980,984,4,0.02,,/home/00103780/dlg/MeasurementSets/build_concat_all/6847152a8e4b6f46.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ce39cedcd754180.ms,,
/home/00103780/dlg/MeasurementSets/Split/4604afc3b43a5d29.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,980,984,4,0.044,,/home/00103780/dlg/MeasurementSets/build_concat_all/6847152a8e4b6f46.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ce39cedcd754180.ms,,
/home/00103780/dlg/MeasurementSets/Split/0b5861bafba00a01.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,976,980,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/ee325cbe579fdbfc.ms,/home/00103780/dlg/MeasurementSets/tclean_all/fdc43225b6dbc5f5.ms,,
/home/00103780/dlg/MeasurementSets/Split/49c9b1e76af4bd50.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,976,980,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/ee325cbe579fdbfc.ms,/home/00103780/dlg/MeasurementSets/tclean_all/fdc43225b6dbc5f5.ms,,
/home/00103780/dlg/MeasurementSets/Split/0c307485d69b3946.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,984,988,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/16e5f37f723784b2.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ff3a6ab7225e1e6.ms,,
/home/00103780/dlg/MeasurementSets/Split/a8585cd5b83b1a38.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,980,984,4,0.047,,/home/00103780/dlg/MeasurementSets/build_concat_all/6847152a8e4b6f46.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ce39cedcd754180.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/761c9e56bd85e9f2.ms
/home/00103780/dlg/MeasurementSets/Split/30bc7d64f33879a1.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,984,988,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/16e5f37f723784b2.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ff3a6ab7225e1e6.ms,,
/home/00103780/dlg/MeasurementSets/Split/74a0bcb11411004e.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,980,984,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/6847152a8e4b6f46.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ce39cedcd754180.ms,,
/home/00103780/dlg/MeasurementSets/Split/7515cfceba6e94f6.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,988,992,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/8d2c71e85c205ce3.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3dcd98def21370a4.ms,,
